watched_at,action,type,title,year,trakt_rating,trakt_id,imdb_id,tmdb_id,tvdb_id,url,released,runtime,season_number,episode_number,episode_title,episode_released,episode_trakt_rating,episode_trakt_id,episode_imdb_id,episode_tmdb_id,episode_tvdb_id,genres
2023-12-06T02:19:59Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/9,2011-04-14,22,1,9,You've Got Male,2011-05-12T00:00:00Z,7.7364,777349,tt1771319,770733,4093027,comedy
2023-12-06T01:37:56Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/8,2011-04-14,22,1,8,The Girl With the David Tattoo,2011-05-12T00:00:00Z,7.70916,777348,tt1771318,770734,4093026,comedy
2023-12-06T01:13:52Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/7,2011-04-14,22,1,7,Dave of the Dead,2011-05-05T00:00:00Z,7.85824,777347,tt1749873,770731,4078025,comedy
2023-12-06T00:51:05Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/5/episodes/2,2010-07-13,43,5,2,Goodbye,2014-06-25T01:00:00Z,8.14667,777972,tt3577062,1000942,4869338,"drama,crime,mystery,comedy"
2023-12-05T23:25:34Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/5/episodes/1,2010-07-13,43,5,1,A New Day,2014-06-18T01:00:00Z,7.95415,777971,tt3122628,1000941,4826159,"drama,crime,mystery,comedy"
2023-12-05T18:02:18Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/16,2010-07-13,43,4,16,You're Gonna Miss Me When I'm Gone,2014-03-19T01:00:00Z,8.01247,777970,tt3249656,973075,4798827,"drama,crime,mystery,comedy"
2023-12-05T03:30:40Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/15,2010-07-13,43,4,15,Food for Thought,2014-03-12T01:00:00Z,7.95116,777969,tt3488234,972722,4798826,"drama,crime,mystery,comedy"
2023-12-05T02:35:56Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/14,2010-07-13,43,4,14,Just Push Play,2014-03-05T02:00:00Z,7.77403,777968,tt3131164,972365,4710849,"drama,crime,mystery,comedy"
2023-12-05T01:24:29Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/13,2010-07-13,43,4,13,Tears of a Clown,2014-02-26T02:00:00Z,7.7875,777967,tt3054588,972067,4668004,"drama,crime,mystery,comedy"
2023-12-04T18:14:32Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/12,2010-07-13,43,4,12,Partners in Crime,2013-09-11T01:00:00Z,7.90955,777966,tt2986450,771362,4619778,"drama,crime,mystery,comedy"
2023-12-04T17:03:51Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/11,2010-07-13,43,4,11,"Judge, Jury and Executioner",2013-09-04T01:00:00Z,7.85185,777965,tt3000892,771363,4630923,"drama,crime,mystery,comedy"
2023-12-04T15:25:33Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/10,2010-07-13,43,4,10,Built for Speed,2013-08-28T01:00:00Z,7.86881,777964,tt2962530,771361,4589130,"drama,crime,mystery,comedy"
2023-12-04T00:03:24Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/9,2010-07-13,43,4,9,No One Mourns the Wicked,2013-08-21T01:00:00Z,7.95599,777963,tt2954176,771354,4576181,"drama,crime,mystery,comedy"
2023-12-03T21:19:32Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/6,2011-04-14,22,1,6,Of Mice & Jazz-Kwon-Do,2011-05-05T00:00:00Z,7.91809,777346,tt1735595,770732,4078024,comedy
2023-12-03T20:41:01Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/5,2011-04-14,22,1,5,"Like Father, Like Gun",2011-04-28T00:00:00Z,7.82095,777345,tt1744096,770730,2922721,comedy
2023-12-03T20:00:05Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/8,2010-07-13,43,4,8,Cold As Ice,2013-08-14T01:00:00Z,7.85139,777962,tt2896526,771360,4576180,"drama,crime,mystery,comedy"
2023-12-03T18:33:34Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/7,2010-07-13,43,4,7,All For One,2013-08-07T01:00:00Z,7.95262,777961,tt2890252,771359,4576179,"drama,crime,mystery,comedy"
2023-12-02T19:05:53Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/6,2010-07-13,43,4,6,Somebody's Watching Me,2013-07-31T01:00:00Z,7.83816,777960,tt2801016,771355,4576178,"drama,crime,mystery,comedy"
2023-12-02T18:08:35Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/4,2011-04-14,22,1,4,Mein Coming Out,2011-04-21T00:00:00Z,7.77987,777344,tt1686360,770729,2922711,comedy
2023-12-02T17:40:31Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/3,2011-04-14,22,1,3,Your Couples Friends & Neighbors,2011-04-21T00:00:00Z,7.8,777343,tt1744094,770727,2922701,comedy
2023-12-02T02:58:23Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/5,2010-07-13,43,4,5,Dance With the Devil,2013-07-24T01:00:00Z,8.03382,777959,tt2756544,771358,4576177,"drama,crime,mystery,comedy"
2023-12-02T01:32:32Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/4,2010-07-13,43,4,4,Killer in High Heels,2013-07-17T01:00:00Z,8.12955,777958,tt2738748,771357,4576176,"drama,crime,mystery,comedy"
2023-12-01T22:51:03Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/3,2010-07-13,43,4,3,But I Am a Good Girl,2013-07-10T01:00:00Z,7.86024,777957,tt3041174,771352,4559367,"drama,crime,mystery,comedy"
2023-12-01T21:36:39Z,watch,episode,wtFOCK,2018,8.3299,137189,tt9599524,85213,353739,https://trakt.tv/shows/wtfock/seasons/7/episodes/7,2018-10-06,21,7,7,"I mean, pose some more...",2023-12-01T21:00:00Z,8.0,10994979,,4838812,,"comedy,drama"
2023-12-01T20:40:42Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/2,2011-04-14,22,1,2,The Quicksand Girlfriend,2011-04-14T00:00:00Z,7.7027,777342,tt1686359,770728,2922691,comedy
2023-12-01T19:40:44Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/2,2010-07-13,43,4,2,In Over Your Head,2013-07-03T01:00:00Z,7.88753,777956,tt2701060,771353,4559366,"drama,crime,mystery,comedy"
2023-12-01T17:10:11Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/4/episodes/1,2010-07-13,43,4,1,We Are Family,2013-06-26T01:00:00Z,7.88196,777955,tt2635780,771356,4528835,"drama,crime,mystery,comedy"
2023-12-01T03:54:00Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/15,2010-07-13,43,3,15,No More Drama in My Life,2012-12-26T02:00:00Z,8.0442,777954,tt2487316,771327,4427585,"drama,crime,mystery,comedy"
2023-12-01T02:53:16Z,watch,episode,Happy Endings,2011,7.83497,32688,tt1587678,32829,167571,https://trakt.tv/shows/happy-endings/seasons/1/episodes/1,2011-04-14,22,1,1,Pilot,2011-04-14T00:00:00Z,7.62774,777341,tt1664241,770726,2922681,comedy
2023-12-01T02:12:50Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/14,2010-07-13,43,3,14,Over/Under,2012-12-19T02:00:00Z,7.86704,777953,tt2364788,771326,4413616,"drama,crime,mystery,comedy"
2023-12-01T02:12:47Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/13,2010-07-13,43,3,13,Virtual Love,2012-12-12T02:00:00Z,7.83898,777952,tt2335844,771328,4413615,"drama,crime,mystery,comedy"
2023-12-01T00:55:40Z,watch,movie,Secret in Their Eyes,2015,6.72002,187655,tt1741273,290751,,https://trakt.tv/movies/secret-in-their-eyes-2015,2015-10-14,111,,,,,,,,,,"thriller,mystery,crime"
2023-11-30T17:33:54Z,watch,episode,The Kardashians,2022,4.52413,192158,tt15791630,154521,414093,https://trakt.tv/shows/the-kardashians/seasons/4/episodes/10,2022-04-14,50,4,10,Buckle Up and Let's Go,2023-11-30T05:00:00Z,7.76271,10739169,tt28754278,4549074,9932684,reality
2023-11-30T16:15:44Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/12,2010-07-13,43,3,12,Love the Way You Lie,2012-12-05T02:00:00Z,7.85675,777951,tt2305582,771329,4413614,"drama,crime,mystery,comedy"
2023-11-30T03:03:18Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/11,2010-07-13,43,3,11,Class Action Satisfaction,2012-11-28T02:00:00Z,7.89189,777950,tt2289010,771325,4401024,"drama,crime,mystery,comedy"
2023-11-30T01:32:43Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/10,2010-07-13,43,3,10,Melt My Heart to Stone,2012-08-15T01:00:00Z,7.94183,777949,tt2289006,771324,4359149,"drama,crime,mystery,comedy"
2023-11-30T00:28:12Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/9,2010-07-13,43,3,9,Home Town Glory,2012-08-01T01:00:00Z,7.94444,777948,tt2250292,771323,4359148,"drama,crime,mystery,comedy"
2023-11-29T21:51:47Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/8,2010-07-13,43,3,8,Cuts Like a Knife,2012-07-25T01:00:00Z,7.89544,777947,tt2215300,771322,4359147,"drama,crime,mystery,comedy"
2023-11-29T18:59:48Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/7,2010-07-13,43,3,7,Crazy for You,2012-07-18T01:00:00Z,7.87989,777946,tt2215284,771320,4359146,"drama,crime,mystery,comedy"
2023-11-29T18:07:50Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/6,2010-07-13,43,3,6,Money Maker,2012-07-11T01:00:00Z,7.8232,777945,tt2215280,771321,4327015,"drama,crime,mystery,comedy"
2023-11-29T03:58:33Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/5,2010-07-13,43,3,5,Throwing Down the Gauntlet,2012-07-04T01:00:00Z,8.01359,777944,tt2393295,771319,4327014,"drama,crime,mystery,comedy"
2023-11-29T01:40:58Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/4,2010-07-13,43,3,4,Welcome to the Dollhouse,2012-06-27T01:00:00Z,8.01064,777943,tt2362505,771318,4327013,"drama,crime,mystery,comedy"
2023-11-29T00:32:11Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/3,2010-07-13,43,3,3,This Is How a Heart Breaks,2012-06-20T01:00:00Z,7.95065,777942,tt2341369,771317,4327012,"drama,crime,mystery,comedy"
2023-11-28T18:29:21Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/2,2010-07-13,43,3,2,Dirty Little Secret,2012-06-13T01:00:00Z,8.02488,777941,tt2362503,771316,4327011,"drama,crime,mystery,comedy"
2023-11-28T02:31:25Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/3/episodes/1,2010-07-13,43,3,1,What Doesn't Kill You,2012-06-06T01:00:00Z,8.08521,777940,tt2364193,771315,4286605,"drama,crime,mystery,comedy"
2023-11-27T20:25:05Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/15,2010-07-13,41,2,15,Burning Down the House,2011-12-27T02:00:00Z,8.11331,777939,tt2057108,771344,4192228,"drama,crime,mystery,comedy"
2023-11-27T18:39:20Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/14,2010-07-13,42,2,14,"Don't Stop Dancing, Girl",2011-12-20T02:00:00Z,7.97024,777938,tt2032030,771343,4192227,"drama,crime,mystery,comedy"
2023-11-27T16:47:59Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/13,2010-07-13,42,2,13,Seventeen Ain't So Sweet,2011-12-13T02:00:00Z,7.89911,777937,tt2026469,771342,4192226,"drama,crime,mystery,comedy"
2023-11-27T02:49:03Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/12,2010-07-13,41,2,12,"He Ain't Heavy, He's My Brother",2011-12-06T02:00:00Z,8.05014,777936,tt2021845,771341,4192225,"drama,crime,mystery,comedy"
2023-11-26T18:03:30Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/11,2010-07-13,42,2,11,Can I Get A Witness?,2011-11-29T02:00:00Z,7.95014,777935,tt2005932,771340,4192224,"drama,crime,mystery,comedy"
2023-11-26T16:31:05Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/10,2010-07-13,41,2,10,Remember Me,2011-09-13T01:00:00Z,8.16209,777934,tt2011749,771339,4134309,"drama,crime,mystery,comedy"
2023-11-26T02:07:38Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/9,2010-07-13,41,2,9,Gone Daddy Gone,2011-09-06T01:00:00Z,7.92857,777933,tt1979906,771338,4134308,"drama,crime,mystery,comedy"
2023-11-26T00:50:31Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/8,2010-07-13,42,2,8,My Own Worst Enemy,2011-08-30T01:00:00Z,7.8645,777932,tt1980680,771337,4134307,"drama,crime,mystery,comedy"
2023-11-25T18:13:46Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/7,2010-07-13,42,2,7,Bloodlines,2011-08-23T01:00:00Z,7.67391,777931,tt1949373,771336,4134306,"drama,crime,mystery,comedy"
2023-11-25T16:23:55Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/6,2010-07-13,41,2,6,Rebel Without a Pause,2011-08-16T01:00:00Z,7.85372,777930,tt1941020,771335,4117653,"drama,crime,mystery,comedy"
2023-11-25T02:49:44Z,watch,episode,wtFOCK,2018,8.3299,137189,tt9599524,85213,353739,https://trakt.tv/shows/wtfock/seasons/7/episodes/6,2018-10-06,22,7,6,Every second counts.,2023-11-24T21:00:00Z,8.5,10994978,,4838811,,"comedy,drama"
2023-11-25T01:30:49Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/10,2019-01-24,44,3,10,Brooke & Cary & Curtis & Lance,2023-06-29T07:00:00Z,8.58261,7399545,tt26769949,4301791,9736806,comedy
2023-11-25T00:07:57Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/9,2019-01-24,34,3,9,Cary Pays Off His Student Loans,2023-06-22T07:00:00Z,7.61905,7399544,tt26769931,4301789,9736804,comedy
2023-11-24T18:15:05Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/5,2010-07-13,41,2,5,Don't Hate the Player,2011-08-09T01:00:00Z,7.81675,777929,tt1910236,771334,4117652,"drama,crime,mystery,comedy"
2023-11-24T15:04:54Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/8,2019-01-24,38,3,8,Brooke Hosts a Night of Undeniable Good,2023-06-15T07:00:00Z,7.86869,7399543,tt26769917,4301788,9736803,comedy
2023-11-24T03:16:55Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/7,2019-01-24,35,3,7,Cary Gets His Ass Handed to Him,2023-06-08T07:00:00Z,8.07477,7399542,tt26769901,4301783,9736802,comedy
2023-11-24T02:36:01Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/6,2019-01-24,30,3,6,"Brooke, and We Are Not Joking, Goes to Space",2023-05-31T07:00:00Z,7.74747,7399541,tt26769883,4301782,9736801,comedy
2023-11-24T02:17:59Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/4,2010-07-13,42,2,4,Brown Eyed Girl,2011-08-02T01:00:00Z,8.02989,777928,tt1947545,771333,4115609,"drama,crime,mystery,comedy"
2023-11-24T00:23:26Z,watch,episode,Modern Family,2009,8.2471,1412,tt1442437,1421,95011,https://trakt.tv/shows/modern-family/seasons/1/episodes/11,2009-09-24,22,1,11,Up All Night,2010-01-07T02:00:00Z,7.77421,75751,tt1536765,64971,1333751,comedy
2023-11-24T00:04:26Z,watch,episode,Modern Family,2009,8.2471,1412,tt1442437,1421,95011,https://trakt.tv/shows/modern-family/seasons/1/episodes/10,2009-09-24,22,1,10,Undeck the Halls,2009-12-10T02:00:00Z,7.84011,75750,tt1536241,64958,1333741,comedy
2023-11-23T17:21:18Z,watch,episode,The Kardashians,2022,4.52413,192158,tt15791630,154521,414093,https://trakt.tv/shows/the-kardashians/seasons/4/episodes/9,2022-04-14,48,4,9,You Have Ruined Our Family,2023-11-23T05:00:00Z,7.45902,10739166,tt28754277,4549073,9932683,reality
2023-11-23T15:56:56Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/5,2019-01-24,35,3,5,Cary & Brooke Go to an AIDS Play,2023-05-25T07:00:00Z,8.12264,7399540,tt26769846,4301781,9736800,comedy
2023-11-23T02:57:39Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/4,2019-01-24,35,3,4,Brooke Gets Her Hands Dirty,2023-05-18T07:00:00Z,7.66972,7399539,tt23668210,4301778,9736799,comedy
2023-11-23T02:05:20Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/3,2010-07-13,42,2,3,Sailor Man,2011-07-26T01:00:00Z,7.83077,777927,tt1895097,771332,4115608,"drama,crime,mystery,comedy"
2023-11-23T01:20:52Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/3,2019-01-24,34,3,3,Cary Becomes Somewhat of a Name,2023-05-11T07:00:00Z,7.39048,7399538,tt24055854,4301777,9736798,comedy
2023-11-23T01:20:48Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/2,2019-01-24,35,3,2,Brooke Drives an Armpit Across America,2023-05-04T07:00:00Z,7.4537,7399537,tt23986064,4301774,9736778,comedy
2023-11-22T19:48:23Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/2,2010-07-13,41,2,2,Living Proof,2011-07-19T01:00:00Z,7.87531,777926,tt1883976,771331,4115607,"drama,crime,mystery,comedy"
2023-11-22T15:24:32Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/2/episodes/1,2010-07-13,41,2,1,We Don't Need Another Hero,2011-07-12T01:00:00Z,7.97537,777925,tt1885000,771330,3880771,"drama,crime,mystery,comedy"
2023-11-22T03:30:03Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/3/episodes/1,2019-01-24,33,3,1,Cary Watches People Watch His Movie,2023-05-04T07:00:00Z,7.36207,7399536,tt15488604,4301759,9681408,comedy
2023-11-22T02:05:35Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/10,2019-01-24,27,2,10,Brooke and Cary Go to a Fashion Show,2021-09-23T07:00:00Z,8.11207,5491229,tt13165096,3218257,8553552,comedy
2023-11-22T01:04:04Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/1/episodes/10,2010-07-13,42,1,10,"When the Gun Goes Bang, Bang, Bang",2010-09-14T01:00:00Z,8.15909,777924,tt1710110,771314,2724071,"drama,crime,mystery,comedy"
2023-11-21T23:16:41Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/1/episodes/9,2010-07-13,42,1,9,The Beast In Me,2010-09-07T01:00:00Z,7.91906,777923,tt1710109,771313,2724061,"drama,crime,mystery,comedy"
2023-11-21T22:00:01Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/9,2019-01-24,27,2,9,Pat and Chase Are Killing It,2021-09-23T07:00:00Z,8.04348,5491228,tt14531272,3218252,8553551,comedy
2023-11-21T20:41:30Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/8,2019-01-24,28,2,8,"Pat Gets an Offer to Host ""Tic Tac Toe""",2021-09-16T07:00:00Z,7.68376,5491227,tt11958228,3218221,8553550,comedy
2023-11-21T19:38:48Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/7,2019-01-24,27,2,7,Chase Becomes Co-Owner of the Nets,2021-09-16T07:00:00Z,7.63559,5491226,tt14531268,3218216,8553549,comedy
2023-11-21T16:05:11Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/6,2019-01-24,26,2,6,Pat Becomes #1 In Daytime,2021-09-09T07:00:00Z,7.64103,5430137,tt11936894,3174442,8553548,comedy
2023-11-21T15:15:49Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/1/episodes/8,2010-07-13,42,1,8,I'm Your Boogie Man,2010-08-31T01:00:00Z,7.87432,777922,tt1686406,771307,2457931,"drama,crime,mystery,comedy"
2023-11-21T03:50:03Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/1/episodes/7,2010-07-13,42,1,7,Born to Run,2010-08-24T01:00:00Z,7.85714,777921,tt1686404,771306,2457921,"drama,crime,mystery,comedy"
2023-11-21T02:31:15Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/5,2019-01-24,27,2,5,Chase Gets Baptized,2021-09-09T07:00:00Z,7.56667,5430136,tt14529012,3174410,8553547,comedy
2023-11-21T01:52:29Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/4,2019-01-24,26,2,4,Pat Hosts Just Another Regular Show,2021-09-02T07:00:00Z,7.70543,5305851,tt14531266,3075765,8553546,comedy
2023-11-21T01:21:14Z,watch,episode,The Other Two,2019,7.61634,138630,tt8310612,85519,354628,https://trakt.tv/shows/the-other-two/seasons/2/episodes/3,2019-01-24,25,2,3,Chase Guest-Edits Vogue,2021-09-02T07:00:00Z,7.41667,5305850,tt14531262,3075764,8553545,comedy
2023-11-20T20:04:25Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/1/episodes/6,2010-07-13,42,1,6,I Kissed A Girl,2010-08-17T01:00:00Z,7.78251,777920,tt1683724,771308,2457911,"drama,crime,mystery,comedy"
2023-11-20T19:03:53Z,watch,episode,Rizzoli & Isles,2010,7.9189,32753,tt1551632,32895,161461,https://trakt.tv/shows/rizzoli-isles/seasons/1/episodes/5,2010-07-13,42,1,5,Money for Nothing,2010-08-10T01:00:00Z,7.70803,777919,tt1686405,771312,2457901,"drama,crime,mystery,comedy"
